0.34777777777777774,1.519169329073483,1,310,0.5283333333333334
0.36999999999999983,1.4909909909909922,1,330,0.5516666666666669
0.34474444444444435,1.4745221903503403,11,310,0.5083333333333333
0.3922222222222225,1.4617563739376767,1,350,0.5733333333333336
0.34459999999999985,1.460630682917393,21,310,0.5033333333333334
0.6144444444444445,1.4593128390596746,1,550,0.8966666666666667
0.3669666666666665,1.4488146062312666,11,330,0.5316666666666668
0.5922222222222223,1.4380863039399625,1,530,0.8516666666666668
0.5700000000000002,1.4239766081871346,1,510,0.811666666666667
0.4144444444444447,1.4235924932975863,1,370,0.5900000000000001
0.3891888888888887,1.421760356296573,11,350,0.5533333333333338
0.6114111111111112,1.4093081578134365,11,550,0.8616666666666666
0.36682222222222205,1.4039498394620473,21,330,0.5150000000000001
0.34452222222222234,1.393233785919308,41,310,0.48
0.5891888888888892,1.3917438286156103,11,530,0.8200000000000001
0.547777777777778,1.3904665314401616,1,490,0.7616666666666667
0.43666666666666687,1.3893129770992365,1,390,0.6066666666666669
0.45888888888888907,1.3874092009685226,1,410,0.6366666666666667
0.38904444444444425,1.383732221397157,21,350,0.5383333333333337
0.41141111111111084,1.3814243660031886,11,370,0.5683333333333337
0.4811111111111113,1.3787528868360261,1,430,0.6633333333333329
0.5033333333333335,1.377483443708608,1,450,0.693333333333333
0.5669666666666662,1.3757422541007718,11,510,0.7800000000000002
0.5255555555555559,1.3731501057082443,1,470,0.7216666666666666
0.6112666666666667,1.3714690805976664,21,550,0.8383333333333336
0.4112666666666664,1.361646944399418,21,370,0.5600000000000003
0.43363333333333304,1.3567530171419802,11,390,0.5883333333333336
0.5890444444444447,1.3553023729580864,21,530,0.7983333333333336
0.34448888888888907,1.3546639143336334,71,310,0.46666666666666656
0.3445444444444446,1.3496081782708236,31,310,0.46499999999999986
0.544744444444444,1.3431374548718067,11,490,0.7316666666666668
0.3444666666666667,1.340236113799109,141,310,0.46166666666666645
0.3667444444444445,1.3360802254067317,41,330,0.49
0.5002999999999997,1.332533813045506,11,450,0.6666666666666663
0.47807777777777755,1.331721942036396,11,430,0.6366666666666665
0.4558555555555554,1.3308309162259004,11,410,0.6066666666666667
0.43348888888888876,1.3302916901625066,21,390,0.5766666666666669
0.5225222222222219,1.3300869713143517,11,470,0.6949999999999997
0.5668222222222226,1.320225820363037,21,510,0.7483333333333334
